,id,carat,cut,color,clarity,depth,table,x,y,z,price
7973,7974,0.51,Very Good,F,VVS2,60.8,56.0,5.17,5.2,3.15,2041
2425,2426,0.26,Premium,E,VVS1,61.7,59.0,4.14,4.1,2.54,769
22739,22740,2.01,Premium,I,SI1,62.4,61.0,8.01,7.99,4.99,15528
18298,18299,1.14,Premium,D,I1,61.8,59.0,6.62,6.74,4.13,3950
18831,18832,0.96,Ideal,I,I1,62.0,56.0,6.3,6.34,3.92,2363
4032,4033,0.72,Ideal,I,VS2,61.1,56.0,5.76,5.82,3.54,2337
26589,26590,0.34,Very Good,H,VVS1,62.9,57.0,4.44,4.47,2.8,775
13640,13641,0.4,Good,E,SI1,63.2,56.0,4.65,4.69,2.95,687
22180,22181,1.01,Premium,G,SI1,61.0,58.0,6.53,6.49,3.97,4808
18396,18397,0.3,Premium,I,VVS1,62.2,58.0,4.28,4.31,2.67,552
22830,22831,0.54,Very Good,D,SI1,62.0,55.0,5.21,5.24,3.24,1662
20052,20053,0.53,Ideal,G,SI2,59.9,57.0,5.25,5.3,3.16,1132
18724,18725,0.9,Very Good,F,VS1,60.7,57.0,6.16,6.23,3.76,5242
12777,12778,1.61,Ideal,J,VS2,61.6,56.0,7.52,7.54,4.64,9141
2450,2451,0.71,Ideal,F,VS1,61.5,57.0,5.74,5.71,3.52,2839
10802,10803,1.06,Good,J,VS2,63.5,60.1,6.43,6.51,4.11,4517
26846,26847,0.78,Very Good,G,SI1,63.3,56.0,5.83,5.86,3.7,2721
25014,25015,0.51,Good,E,SI2,63.3,56.0,5.08,5.12,3.23,1130
26752,26753,1.16,Premium,F,VVS1,60.4,60.0,6.9,6.77,4.13,10809
25596,25597,2.02,Premium,I,VS1,60.5,62.0,8.18,8.15,4.94,14238
22874,22875,0.43,Premium,G,IF,61.4,59.0,4.79,4.85,2.96,1433
9659,9660,0.3,Ideal,E,VS2,61.5,56.0,4.29,4.33,2.65,658
1223,1224,0.3,Good,G,VVS1,63.5,57.0,4.23,4.27,2.7,789
19395,19396,1.25,Very Good,I,SI2,61.0,60.0,6.93,6.98,4.24,4950
8371,8372,0.5,Premium,E,VS2,61.1,61.0,5.13,5.11,3.13,1746
12774,12775,0.23,Very Good,D,VVS2,62.5,58.0,3.89,3.92,2.44,492
5722,5723,0.71,Very Good,H,SI1,60.7,60.0,5.73,5.76,3.49,2266
2937,2938,0.7,Very Good,F,SI1,62.9,59.0,5.62,5.67,3.55,2401
2845,2846,0.31,Very Good,G,VS2,63.1,56.0,4.37,4.31,2.74,698
6241,6242,0.52,Ideal,F,VS1,62.3,55.0,5.16,5.21,3.23,1778
20414,20415,0.31,Ideal,E,VS1,61.8,55.0,4.36,4.38,2.7,692
11024,11025,0.34,Ideal,I,IF,62.2,53.5,4.5,4.52,2.8,668
22957,22958,0.42,Premium,D,VVS2,62.8,59.0,4.76,4.73,2.98,1241
20061,20062,0.71,Premium,E,VS2,59.6,60.0,5.85,5.8,3.47,2902
18114,18115,1.51,Very Good,F,VS2,62.5,58.0,7.21,7.36,4.55,14165
6002,6003,0.36,Ideal,I,VVS1,61.6,56.0,4.58,4.61,2.83,607
17914,17915,0.53,Premium,E,VS2,61.6,57.0,5.21,5.18,3.2,1813
14178,14179,0.62,Premium,E,SI2,61.1,59.0,5.51,5.46,3.35,1579
7535,7536,0.5,Ideal,E,SI1,62.3,56.0,5.06,5.12,3.17,1410
15088,15089,1.0,Fair,I,SI2,65.8,58.0,6.23,6.27,4.11,3348
7071,7072,0.35,Ideal,D,VS2,61.8,55.0,4.56,4.53,2.81,1063
3369,3370,1.24,Ideal,H,SI2,62.0,56.0,6.87,6.9,4.27,5797
23397,23398,1.52,Very Good,I,VS1,62.9,59.9,7.27,7.31,4.59,10032
5734,5735,0.91,Premium,D,VS2,62.7,59.0,6.16,6.13,3.85,4637
5381,5382,0.51,Ideal,G,VS1,61.7,56.0,5.1,5.2,3.18,1668
23927,23928,0.9,Very Good,E,SI1,62.0,62.0,6.11,6.21,3.82,4144
21971,21972,2.01,Very Good,I,SI1,60.3,59.0,8.14,8.21,4.93,15126
2580,2581,0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,1168
2732,2733,1.24,Very Good,G,SI1,61.8,58.0,6.9,6.96,4.28,7106
15132,15133,1.23,Ideal,G,SI1,61.4,56.0,6.94,6.91,4.25,6509
749,750,0.43,Ideal,H,VS2,62.5,56.0,4.81,4.85,3.02,1218
14053,14054,0.71,Ideal,I,VS1,61.8,56.0,5.68,5.72,3.52,2965
350,351,1.7,Premium,I,VS2,61.7,59.0,7.63,7.68,4.72,11257
3750,3751,1.37,Ideal,G,VS1,61.1,55.0,7.2,7.16,4.39,11009
23888,23889,1.26,Premium,J,VS2,62.0,60.0,7.0,6.86,4.3,5173
26573,26574,0.73,Fair,I,I1,70.8,55.0,5.51,5.34,3.84,1049
6879,6880,0.4,Very Good,H,VVS1,62.9,56.0,4.69,4.72,2.96,954
18864,18865,0.58,Very Good,H,VS2,61.2,55.8,5.39,5.41,3.3,1633
7415,7416,0.57,Good,F,VS2,62.8,62.0,5.22,5.25,3.29,1642
21661,21662,1.13,Ideal,E,VVS1,61.5,56.0,6.68,6.71,4.12,11641
18256,18257,0.61,Very Good,G,VS2,62.0,57.0,5.44,5.47,3.38,1861
16756,16757,1.07,Premium,I,SI1,60.7,61.0,6.6,6.55,3.99,4314
8194,8195,0.78,Very Good,D,VS1,63.2,58.0,5.87,5.81,3.69,3800
16209,16210,0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,844
8124,8125,0.48,Ideal,G,SI1,61.4,56.0,5.02,5.07,3.1,969
18294,18295,0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,1133
1783,1784,1.02,Very Good,D,SI1,63.3,60.0,6.33,6.38,4.02,5778
16186,16187,1.52,Premium,D,SI1,60.8,61.0,7.39,7.26,4.45,11220
10023,10024,1.3,Ideal,G,VS2,61.9,55.0,7.01,7.04,4.35,9060
1733,1734,1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,3676
20583,20584,0.33,Ideal,G,VS2,62.5,57.0,4.41,4.39,2.75,743
12079,12080,0.3,Ideal,D,VS1,61.9,54.1,4.28,4.33,2.67,817
2452,2453,0.32,Premium,H,VVS2,61.0,58.0,4.44,4.41,2.7,828
1521,1522,0.51,Very Good,D,SI1,62.8,56.0,5.07,5.09,3.19,1569
26422,26423,2.01,Very Good,I,VS2,59.6,60.0,8.13,8.19,4.86,16304
12917,12918,0.71,Premium,J,SI2,61.8,54.0,5.74,5.7,3.53,1305
20219,20220,0.76,Ideal,F,VS2,62.6,56.0,5.82,5.78,3.63,2960
5444,5445,1.51,Very Good,H,VVS1,61.5,58.0,7.3,7.39,4.52,12981
18168,18169,0.43,Ideal,H,SI1,61.6,55.0,4.9,4.87,3.01,919
14719,14720,1.52,Premium,J,VS1,62.0,59.0,7.34,7.36,4.56,8110
17818,17819,0.64,Ideal,G,VVS2,,54.0,5.53,5.56,3.42,2587
9341,9342,0.55,Ideal,F,VS2,61.4,57.0,5.29,5.25,3.24,1865
24209,24210,0.36,Ideal,F,VVS2,61.5,55.0,4.59,4.62,2.83,828
14975,14976,0.55,Ideal,D,VVS2,61.6,56.0,5.23,5.29,3.24,2720
3263,3264,1.1,Premium,G,VS2,60.2,58.0,6.71,6.75,4.05,6534
1398,1399,2.49,Fair,J,I1,66.3,58.0,8.26,8.18,5.45,6289
7993,7994,0.52,Ideal,G,VS2,61.9,55.0,5.15,5.19,3.2,1586
1088,1089,0.92,Premium,E,SI1,62.1,58.0,6.22,6.15,3.84,4482
25519,25520,0.34,Good,F,SI2,63.5,56.0,4.44,4.48,2.83,447
6823,6824,0.53,Ideal,G,VS1,61.7,55.0,5.22,5.18,3.21,1727
4542,4543,0.4,Ideal,D,VS2,61.6,55.0,4.75,4.79,2.94,1226
6343,6344,0.76,Very Good,E,VS2,63.0,59.0,5.76,5.79,3.64,3162
13090,13091,0.5,Ideal,E,SI1,61.9,55.0,5.18,5.12,3.19,1409
6010,6011,0.53,Ideal,H,VS2,62.1,54.0,5.21,5.23,3.24,1353
8463,8464,1.02,Premium,F,VS1,60.8,59.0,6.49,6.46,3.94,7677
14306,14307,0.73,Ideal,F,SI2,61.9,55.0,5.78,5.82,3.59,2588
19417,19418,1.54,Premium,I,SI2,62.4,59.0,7.33,7.35,4.58,6640
20947,20948,0.9,Premium,H,VS2,61.8,58.0,6.12,6.17,3.8,4155
20900,20901,0.7,Very Good,D,VS2,63.0,56.0,5.61,5.69,3.56,2960
9489,9490,1.01,Premium,G,VS2,62.4,59.0,6.45,6.41,4.01,5787
5071,5072,0.31,Premium,H,VS1,61.1,59.0,4.35,4.36,2.66,544
16729,16730,0.91,Very Good,G,SI2,,59.0,6.19,6.22,3.85,3238
23166,23167,0.41,Ideal,G,VS1,61.1,55.0,4.79,4.83,2.94,1121
12995,12996,0.5,Premium,F,VVS2,62.3,58.0,5.11,5.06,3.17,2160
14521,14522,1.0,Good,H,SI2,63.7,58.0,6.28,6.15,3.96,3472
15362,15363,0.91,Very Good,H,VS2,63.5,57.0,6.12,6.16,3.9,4012
13723,13724,0.81,Ideal,D,SI2,61.9,54.0,5.96,5.99,3.7,3160
4128,4129,1.61,Very Good,I,SI2,60.9,63.0,7.5,7.54,4.58,7636
6377,6378,1.5,Good,E,I1,62.4,64.0,7.22,7.26,4.52,4989
7444,7445,1.01,Good,F,SI2,63.7,59.0,6.28,6.38,4.03,4166
9914,9915,2.0,Premium,I,VS2,58.6,62.0,8.2,8.17,4.8,16068
10433,10434,0.21,Very Good,E,VS2,63.2,54.0,3.82,3.78,2.4,386
15072,15073,1.22,Ideal,F,VS1,62.2,57.0,6.85,6.81,4.25,9633
5378,5379,1.51,Premium,H,SI2,62.1,58.0,7.34,7.2,4.52,7340
2826,2827,1.5,Fair,H,I1,65.7,58.0,7.07,7.02,4.63,4939
17798,17799,1.01,Fair,E,SI2,64.7,55.0,6.37,6.3,4.1,4118
22040,22041,0.91,Very Good,E,SI2,58.5,60.0,6.31,6.34,3.7,3438
23066,23067,0.43,Very Good,F,VS2,61.1,57.0,4.86,4.9,2.98,905
10078,10079,0.58,Ideal,G,SI2,62.2,55.0,5.4,5.36,3.35,1343
24239,24240,1.22,Very Good,G,SI2,63.2,58.0,6.82,6.76,4.29,6409
9917,9918,0.3,Ideal,E,VS1,62.5,54.0,4.27,4.32,2.69,703
22486,22487,0.23,Very Good,E,VS1,60.4,62.0,3.93,3.99,2.39,378
21553,21554,0.32,Ideal,H,SI1,60.6,57.0,4.44,4.4,2.68,576
9864,9865,0.23,Premium,E,VVS1,60.8,56.0,3.99,3.94,2.41,640
24995,24996,0.33,Very Good,G,VS1,62.9,57.0,4.38,4.43,2.77,666
8299,8300,0.41,Good,D,VVS2,63.3,59.0,4.71,4.73,2.99,949
1075,1076,0.63,Premium,F,VS2,61.0,61.0,5.6,5.49,3.38,2211
16645,16646,1.06,Ideal,F,SI1,62.2,57.0,6.52,6.5,4.05,5613
19085,19086,0.32,Ideal,E,VVS1,62.3,54.0,4.37,4.4,2.73,917
16865,16866,0.31,Premium,G,VVS1,62.6,61.0,4.31,4.28,2.69,1046
15803,15804,0.23,Very Good,E,VVS2,63.7,55.0,3.87,3.89,2.47,485
19099,19100,0.53,Ideal,F,VS1,61.6,55.0,5.21,5.24,3.22,1619
26018,26019,1.53,Very Good,J,VS2,62.9,59.0,7.31,7.34,4.61,7418
20443,20444,0.31,Very Good,D,VS1,63.7,58.0,4.27,4.3,2.73,709
23867,23868,0.8,Ideal,I,VS2,62.6,54.0,5.93,5.96,3.72,2694
5190,5191,0.41,Very Good,F,SI1,63.6,57.0,4.72,4.75,3.01,680
5546,5547,0.51,Ideal,E,SI1,61.7,55.0,5.17,5.13,3.18,1443
1476,1477,1.3,Ideal,G,VVS2,60.9,57.0,7.04,7.11,4.31,11853
26120,26121,0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,4053
9995,9996,0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,3370
1519,1520,0.51,Premium,F,VS2,60.1,59.0,5.2,5.18,3.12,1574
20707,20708,0.32,Ideal,E,VS2,61.7,55.0,4.36,4.42,2.71,702
13093,13094,0.74,Ideal,F,VS2,60.5,59.0,5.81,5.86,3.53,2936
1121,1122,1.3,Ideal,G,SI2,61.9,57.0,7.01,6.95,4.32,5169
9803,9804,0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,1273
2165,2166,1.0,Premium,F,VS2,62.7,58.0,6.4,6.33,3.99,6608
3041,3042,0.34,Ideal,E,SI2,62.4,57.0,4.5,4.47,2.8,612
20206,20207,1.01,Very Good,H,SI1,63.1,59.0,6.34,6.43,4.03,4705
3422,3423,0.4,Ideal,F,SI2,62.0,57.0,4.7,4.72,2.92,597
2323,2324,1.12,Very Good,H,SI2,61.8,58.0,6.62,6.68,4.11,4624
9848,9849,0.3,Ideal,D,VS2,61.4,55.0,4.32,4.34,2.66,710
13882,13883,1.1,Ideal,J,SI2,62.0,59.0,6.58,6.61,4.09,4226
23323,23324,0.25,Ideal,F,VS1,61.8,57.0,4.07,4.09,2.52,436
3849,3850,0.52,Ideal,G,VS2,62.2,55.0,5.18,5.14,3.21,1577
13144,13145,1.22,Premium,H,SI1,62.0,58.0,6.81,6.76,4.21,6620
9667,9668,1.64,Premium,F,SI1,61.3,58.0,7.65,7.59,4.67,12821
9551,9552,0.9,Good,E,SI1,63.8,61.0,6.08,6.05,3.87,3332
388,389,0.42,Ideal,E,SI1,62.1,55.0,4.81,4.79,2.98,953
7673,7674,0.71,Ideal,E,VS2,61.6,56.0,5.74,5.76,3.54,2891
13681,13682,0.42,Ideal,G,VS2,62.2,54.0,4.82,4.8,2.99,1087
15956,15957,1.0,Premium,E,VS1,61.1,60.0,6.41,6.43,3.92,7452
1999,2000,1.01,Very Good,F,VS2,62.5,59.0,6.38,6.42,4.0,6159
5426,5427,0.4,Very Good,G,SI1,62.6,55.3,4.69,4.71,2.93,795
23381,23382,0.42,Premium,G,SI1,61.6,61.0,4.82,4.79,2.96,882
17837,17838,1.07,Very Good,H,VS1,62.5,56.0,6.52,6.6,4.1,5661
24724,24725,2.01,Very Good,E,SI2,60.6,59.0,8.11,8.25,4.96,17118
660,661,0.32,Good,E,VS1,60.3,64.0,4.42,4.44,2.67,756
23126,23127,0.5,Good,F,SI1,59.6,58.0,5.1,5.16,3.06,1214
24378,24379,0.7,Very Good,D,SI1,61.1,57.0,5.74,5.66,3.48,2677
23657,23658,0.42,Ideal,D,VVS1,61.6,56.0,4.79,4.82,2.96,1547
11908,11909,0.81,Very Good,I,VS2,62.6,59.7,5.86,5.92,3.69,2444
19835,19836,1.36,Good,F,SI1,57.5,60.0,7.36,7.31,4.22,7197
1658,1659,0.34,Premium,H,VS2,61.3,60.0,4.53,4.47,2.76,689
16143,16144,1.07,Good,H,SI1,58.1,60.0,6.72,6.78,3.92,4832
9059,9060,0.56,Premium,D,SI1,61.0,60.0,5.28,5.25,3.21,1605
8620,8621,1.2,Very Good,I,SI1,63.2,58.0,6.71,6.75,4.25,5257
3135,3136,0.57,Ideal,G,VS1,62.1,56.0,5.31,5.34,3.3,1868
8006,8007,0.3,Premium,F,VS2,62.2,58.0,4.31,4.28,2.67,776
21077,21078,1.2,Premium,G,VS2,59.4,58.0,6.91,6.85,4.09,7258
2025,2026,0.36,Ideal,E,VS1,61.8,56.0,4.6,4.56,2.83,1094
10385,10386,0.36,Ideal,G,IF,61.5,56.0,4.59,4.62,2.83,985
5473,5474,0.31,Very Good,E,VVS2,60.8,55.0,4.38,4.43,2.68,816
16961,16962,1.5,Premium,G,VS2,62.5,59.0,7.27,7.23,4.53,12787
8617,8618,0.28,Very Good,F,VS2,60.8,58.0,4.19,4.26,2.57,487
3420,3421,2.0,Good,I,SI2,64.2,52.0,7.91,7.88,5.07,11400
26876,26877,0.7,Very Good,F,SI1,63.1,54.0,5.64,5.67,3.57,2278
860,861,0.39,Ideal,G,VVS1,,56.0,4.66,4.7,2.9,978
24955,24956,0.3,Very Good,D,VS2,62.5,59.0,4.23,4.28,2.66,710
11526,11527,0.91,Premium,G,SI2,59.8,58.0,6.3,6.29,3.77,2813
17381,17382,0.4,Premium,F,VS1,62.5,57.0,4.72,4.69,2.94,1050
15283,15284,0.56,Ideal,I,VS2,62.2,57.0,5.27,5.28,3.28,1417
18685,18686,1.0,Ideal,H,VVS2,62.9,55.0,6.34,6.39,4.0,6607
12420,12421,0.32,Good,H,SI1,63.7,55.0,4.33,4.3,2.75,591
6033,6034,0.34,Very Good,E,SI1,59.6,57.0,4.52,4.61,2.72,596
21573,21574,0.4,Good,D,SI1,63.5,55.0,4.67,4.72,2.98,720
25297,25298,0.9,Good,G,SI2,63.7,62.0,6.01,6.07,3.85,3067
14320,14321,2.29,Ideal,J,SI2,62.3,57.0,8.39,8.43,5.24,13200
14536,14537,0.3,Good,E,SI1,63.8,55.0,4.25,4.28,2.72,526
26457,26458,1.01,Premium,G,SI2,61.9,60.0,6.37,6.33,3.93,4525
24542,24543,0.91,Very Good,J,SI2,62.4,61.0,6.13,6.2,3.85,3169
12685,12686,0.53,Very Good,F,SI2,63.2,55.0,5.17,5.18,3.27,1110
3472,3473,0.74,Premium,G,SI2,62.7,60.0,5.78,5.73,3.61,2238
3447,3448,0.73,Fair,I,VVS2,64.4,59.0,5.65,5.62,3.63,2351
12170,12171,1.0,Premium,D,SI1,59.6,57.0,6.54,6.44,3.87,5880
108,109,1.01,Good,E,SI1,64.3,59.0,6.31,6.34,4.07,4766
26821,26822,1.01,Very Good,G,SI1,62.4,58.0,6.39,6.44,4.0,4653
3067,3068,1.03,Ideal,F,VVS1,61.3,54.0,6.56,6.62,4.04,9881
7545,7546,1.25,Very Good,H,SI2,,57.0,6.73,6.65,4.25,4060
13709,13710,0.58,Very Good,D,VVS2,60.0,55.0,5.44,5.49,3.28,2714
10235,10236,0.99,Ideal,I,SI1,61.8,57.0,6.4,6.42,3.96,4763
10653,10654,0.31,Premium,H,SI1,61.1,57.0,4.35,4.32,2.65,573
26679,26680,0.67,Ideal,G,VVS1,62.4,55.0,5.6,5.62,3.5,2577
9354,9355,0.31,Ideal,G,VS1,61.3,56.4,4.36,4.39,2.69,652
5680,5681,0.24,Very Good,D,VVS2,58.7,61.0,4.04,4.07,2.38,485
16106,16107,0.41,Ideal,E,SI1,62.7,57.0,4.77,4.74,2.98,969
10657,10658,2.07,Premium,H,SI1,61.2,60.0,8.2,8.12,4.99,14476
1971,1972,0.41,Ideal,I,VS1,61.9,55.0,4.78,4.82,2.97,685
26426,26427,1.32,Premium,I,SI2,58.4,60.0,7.24,7.15,4.2,5921
5456,5457,1.7,Premium,J,SI2,63.0,60.0,7.59,7.53,4.76,7650
10055,10056,0.53,Ideal,F,VS1,61.5,56.0,5.26,5.22,3.22,1856
14683,14684,0.32,Very Good,H,VS1,63.0,55.0,4.4,4.42,2.78,561
11721,11722,0.79,Very Good,H,SI2,63.2,55.0,5.93,5.9,3.74,2348
25172,25173,0.28,Ideal,H,VS1,62.0,55.0,4.21,4.24,2.62,497
26872,26873,0.51,Good,F,SI1,63.6,56.0,5.08,5.11,3.24,1220
12045,12046,1.51,Premium,G,VS1,62.6,60.0,7.28,7.19,4.53,14507
10371,10372,0.37,Premium,E,VS2,59.1,60.0,4.66,4.68,2.76,811
17532,17533,0.72,Very Good,H,SI1,63.0,58.0,5.68,5.71,3.59,2198
524,525,0.56,Ideal,F,VS2,61.0,55.0,5.33,5.35,3.26,1708
8422,8423,1.02,Premium,H,SI2,60.9,59.0,6.46,6.51,3.95,4207
11660,11661,1.02,Premium,G,VVS1,63.0,58.0,6.43,6.4,4.04,7797
15684,15685,0.33,Good,I,SI1,63.6,57.0,4.39,4.42,2.8,445
18540,18541,1.0,Fair,D,VVS2,61.1,57.0,6.37,6.3,3.87,10562
24108,24109,1.15,Very Good,E,VS2,62.9,56.0,6.65,6.68,4.19,6929
16622,16623,0.42,Ideal,E,VS2,61.7,56.0,4.82,4.8,2.97,1024
7078,7079,0.32,Premium,H,SI1,62.6,55.0,4.38,4.37,2.74,591
15166,15167,0.74,Ideal,G,SI1,61.9,55.0,5.8,5.83,3.6,3130
3460,3461,1.07,Premium,H,SI1,62.9,61.0,6.47,6.41,4.05,4440
3390,3391,2.65,Premium,G,SI2,62.0,61.0,8.82,8.75,5.45,16314
10249,10250,0.53,Ideal,F,SI1,61.6,54.0,5.23,5.25,3.23,1284
4952,4953,1.5,Ideal,I,SI1,59.4,60.0,7.54,7.5,4.47,8555
16538,16539,3.0,Good,I,I1,57.0,64.0,9.38,9.31,5.33,10863
26049,26050,1.01,Very Good,E,SI1,63.1,60.0,6.37,6.34,4.01,5002
21370,21371,1.02,Ideal,F,VS2,62.6,57.0,6.4,6.47,4.03,7632
3504,3505,0.71,Very Good,G,VS2,63.1,56.0,5.58,5.77,3.58,2462
12680,12681,0.7,Good,H,SI1,63.7,59.0,5.53,5.59,3.54,2218
8901,8902,0.41,Ideal,I,VVS1,62.3,53.0,4.77,4.79,2.98,785
2519,2520,0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,435
12570,12571,0.9,Good,F,SI2,63.9,55.0,6.15,6.12,3.92,3453
14569,14570,0.72,Good,H,SI2,57.9,58.0,5.98,5.91,3.44,2056
18503,18504,0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,1012
1788,1789,2.03,Premium,I,SI2,62.8,59.0,8.08,8.04,5.06,13182
26644,26645,0.51,Very Good,J,VS2,61.6,58.0,5.09,5.14,3.15,1008
20340,20341,1.28,Ideal,D,SI1,61.5,55.0,7.01,7.05,4.32,9548
4731,4732,1.13,Ideal,G,VS2,62.1,53.0,6.69,6.74,4.17,7140
18889,18890,1.51,Good,D,SI2,62.1,60.0,7.25,7.3,4.52,9069
25950,25951,0.7,Very Good,F,SI1,61.3,59.0,5.68,5.74,3.5,2401
6640,6641,0.56,Premium,E,VS2,61.8,59.0,5.27,5.34,3.28,1819
22936,22937,0.32,Premium,E,VS2,61.2,59.0,4.4,4.43,2.7,702
9843,9844,0.71,Ideal,H,SI1,61.3,58.0,5.73,5.78,3.53,2368
12350,12351,0.3,Premium,F,SI2,62.2,58.0,4.33,4.22,2.66,506
311,312,0.57,Ideal,F,VVS1,62.5,56.0,5.27,5.32,3.31,2682
12243,12244,0.72,Premium,H,SI1,59.9,58.0,5.85,5.81,3.49,2334
1803,1804,0.9,Very Good,I,SI1,60.6,56.0,6.23,6.28,3.79,3730
24705,24706,0.31,Very Good,H,VS1,62.8,58.0,4.29,4.31,2.7,544
3275,3276,1.23,Premium,G,SI1,62.4,55.0,6.89,6.83,4.28,6750
8828,8829,1.01,Ideal,E,SI2,61.9,56.0,6.46,6.43,3.99,4921
743,744,0.52,Ideal,D,VVS2,60.4,57.0,5.25,5.28,3.18,2426
24760,24761,0.7,Premium,G,VS1,62.8,57.0,5.67,5.64,3.55,2535
18734,18735,0.71,Ideal,F,VS1,61.1,56.0,5.71,5.74,3.5,3199
19369,19370,0.81,Ideal,E,SI1,62.4,57.0,5.92,5.97,3.71,3109
20956,20957,1.0,Very Good,G,VS2,60.8,55.0,6.46,6.49,3.94,6296
7903,7904,0.6,Very Good,D,VVS2,,57.0,5.48,5.51,3.33,2897
7378,7379,1.61,Ideal,F,VS2,62.1,57.0,7.49,7.56,4.67,15819
18255,18256,2.07,Good,I,VS2,61.8,61.0,8.12,8.16,5.03,18707
4960,4961,0.3,Very Good,D,SI1,61.0,60.0,4.3,4.35,2.64,552
9183,9184,1.26,Good,J,SI1,63.9,58.0,6.78,6.74,4.32,4255
18744,18745,0.9,Fair,F,SI1,65.1,56.0,6.08,6.05,3.95,3437
11587,11588,0.33,Premium,I,VS2,,58.0,4.42,4.34,2.74,594
411,412,0.75,Very Good,E,SI1,62.9,57.0,5.79,5.84,3.66,2753
4023,4024,0.76,Ideal,F,SI2,61.1,55.0,5.9,5.94,3.62,2469
18872,18873,0.35,Premium,D,VS2,59.7,58.0,4.57,4.61,2.74,829
18986,18987,0.7,Ideal,G,SI1,,55.0,5.7,5.73,3.53,2965
7596,7597,0.7,Ideal,G,VVS1,61.6,55.0,5.72,5.75,3.53,3073
21346,21347,0.4,Ideal,D,SI2,61.3,56.0,4.77,4.72,2.91,798
9809,9810,0.7,Ideal,I,VS2,61.6,56.0,5.67,5.72,3.51,2351
19189,19190,2.03,Ideal,H,SI1,60.8,57.0,8.18,8.24,4.99,17864
5174,5175,0.6,Good,G,VS1,60.1,61.0,5.44,5.5,3.29,1757
16223,16224,1.01,Very Good,G,SI1,60.0,58.0,6.51,6.55,3.92,4719
5464,5465,1.2,Premium,F,VS2,62.8,59.0,6.78,6.69,4.23,8964
25019,25020,0.42,Very Good,H,SI1,61.5,54.0,4.87,4.89,3.0,670
17704,17705,0.71,Premium,F,SI2,62.3,60.0,5.7,5.67,3.54,2169
14029,14030,1.34,Premium,D,SI2,61.5,58.0,7.07,7.04,4.34,7438
26514,26515,1.55,Premium,H,VS2,60.7,58.0,7.51,7.47,4.55,11567
16769,16770,0.32,Very Good,I,SI1,61.6,61.0,4.36,4.4,2.7,421
23322,23323,0.4,Ideal,G,VVS1,61.8,56.0,4.72,4.75,2.92,1097
5630,5631,1.51,Good,J,SI1,63.5,58.0,7.24,7.29,4.61,6851
4917,4918,1.01,Good,E,VS2,63.9,59.0,6.34,6.31,4.04,6968
18240,18241,0.3,Very Good,E,VS2,61.6,54.0,4.29,4.32,2.65,600
20481,20482,0.3,Ideal,G,IF,62.0,56.0,4.31,4.3,2.67,956
17864,17865,0.3,Good,G,VS2,63.5,58.0,4.24,4.29,2.71,456
6086,6087,1.02,Ideal,G,VS2,62.5,57.0,6.41,6.45,4.02,6352
17435,17436,0.52,Very Good,F,VVS2,62.9,57.0,5.11,5.13,3.22,2035
18690,18691,0.6,Very Good,F,IF,60.1,54.0,5.5,5.58,3.33,2988
5319,5320,0.31,Premium,H,IF,60.8,59.0,4.39,4.36,2.66,949
3582,3583,0.9,Premium,D,SI1,62.8,59.0,6.18,6.14,3.87,4612
12572,12573,2.07,Premium,H,SI1,61.1,58.0,8.27,8.2,5.03,13844
21989,21990,0.7,Ideal,E,SI1,62.3,56.0,5.68,5.72,3.55,2575
1168,1169,1.02,Ideal,F,SI2,62.4,55.0,6.46,6.43,4.02,4662
3747,3748,0.4,Very Good,E,VVS2,61.4,56.0,4.74,4.81,2.93,988
9691,9692,0.4,Ideal,E,VS1,62.0,54.0,4.74,4.77,2.95,1053
2486,2487,0.24,Ideal,H,VVS1,61.5,55.0,3.99,4.02,2.46,504
14274,14275,1.06,Very Good,D,SI1,59.4,57.0,6.65,6.72,3.97,5713
24361,24362,0.35,Ideal,E,VVS1,60.7,57.0,4.53,4.57,2.76,1044
16407,16408,0.3,Ideal,H,VVS1,62.6,56.0,4.28,4.25,2.67,819
24832,24833,1.32,Ideal,E,SI2,62.7,56.0,7.03,6.97,4.39,7037
18813,18814,0.72,Ideal,F,VS2,62.6,57.0,5.72,5.68,3.57,2724
26062,26063,0.7,Very Good,H,VVS2,62.6,57.0,5.63,5.65,3.53,2558
19222,19223,1.09,Ideal,F,SI1,62.0,56.0,6.61,6.56,4.08,5768
12278,12279,0.47,Fair,D,IF,60.6,60.0,5.09,4.98,3.05,2211
25275,25276,0.71,Ideal,E,VS2,60.9,56.0,5.77,5.83,3.53,3053
17848,17849,1.5,Very Good,D,SI1,63.1,57.0,7.31,7.24,4.59,11863
26004,26005,0.7,Fair,H,SI1,64.5,59.0,5.54,5.51,3.56,2176
5938,5939,0.96,Good,J,VS2,63.9,58.0,6.27,6.21,3.99,3312
